Assembly Accession	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_018249055.1	Codatractus cyledis	348470121	Contig	2021-05-03	DWJR01	861	
GCA_018248975.1	Codatractus imalena	405533195	Contig	2021-05-03	DWJS01	2610	
GCA_013146195.2	Codonopsis lanceolata	1273258064	Chromosome	2021-01-19	JABEVN02	88647	154401475
GCA_001630525.1	Coelastrella sp. M60	80221759	Contig	2016-04-25	LWCB01	9337	
GCA_018290735.1	Coelastrella sp. MACC-549	75853206	Scaffold	2021-05-13	JABEVS01	74383	127171
GCA_002588565.1	Coelastrella sp. UTEX B 3026	151301762	Scaffold	2017-10-18	NSMO01	7135	10679
GCA_018247095.1	Coeliades ramanatek ramanatek	344205425	Contig	2021-05-03	DWEY01	864	
GCA_017309665.1	Coelopa frigida	230965604	Chromosome	2021-03-09	JAFDUT01	313772	37402801
GCA_002705745.1	Coemansia reversa NRRL 1564	21837878	Scaffold	2017-10-23	JZJC01	51001	347177
GCF_003713225.1	Coffea arabica	1094291418	Chromosome	2018-11-08	RHJU01	3917557	42465768
GCA_003713225.1	Coffea arabica	1094291418	Chromosome	2018-11-08	RHJU01	3917557	42465768
GCA_900059795.1	Coffea canephora	568611505	Chromosome	2014-08-21	CBUE02	49589	1260636
GCF_003713205.1	Coffea eugenioides	699903961	Chromosome	2018-11-08	RHJT01	204058	47530510
GCA_003713205.1	Coffea eugenioides	699903961	Chromosome	2018-11-08	RHJT01	204058	47530510
GCA_023065735.1	Coffea humblotiana	418074721	Chromosome	2022-04-22	JACYVW01	1461164	29629744
GCA_007927625.1	Coilia nasus	812159898	Chromosome	2019-08-16	PKFR01	1632759	2096086
GCA_009725075.1	Coix aquatica	1615469127	Chromosome	2019-12-04	RZMS01	2241760	148397812
GCA_009763385.1	Coix lacryma-jobi var. lacryma-jobi	1731458735	Chromosome	2019-12-18	VDCT01	3121225	161246920
GCA_009758035.1	Coix lacryma-jobi var. ma-yuen	1280016620	Scaffold	2019-12-16	WLYU01	310606	594251
GCA_000697235.1	Cokeromyces recurvatus B5483	29343587	Contig	2014-06-02	JNEH01	31089	
GCA_015227895.2	Colaptes auratus	1378187165	Chromosome	2021-12-06	JAAWVA01	826960	43947546
GCA_003369635.1	Coleophoma crateriformis	40652013	Scaffold	2018-08-10	PDLN01	599439	1975931
GCA_003369665.1	Coleophoma cylindrospora	42480816	Scaffold	2018-08-10	PDLM01	410638	2359230
GCF_905220415.1	Colias croceus	324897031	Chromosome	2021-02-16		10749422	11204669
GCA_009982905.1	Colias croceus	318584009	Scaffold	2020-01-29	JAABVK01	11686	95765
GCA_905220415.1	Colias croceus	324897031	Chromosome	2021-02-16		10749422	11204669
GCA_905220445.1	Colias croceus	305561395	Contig	2021-02-14	CAJMZW01	4104204	
GCA_008692595.2	Colinus virginianus	948524131	Scaffold	2021-04-29	VONY02	106817	66825924
GCA_000599465.2	Colinus virginianus	1254146751	Scaffold	2017-07-13	AWGT02	56067	2042136
GCA_000599485.1	Colinus virginianus	1042054936	Scaffold	2014-03-20	AWGU01	6034	6260
GCA_016785305.1	Colistium nudipinnis	427535253	Scaffold	2021-02-01	JAFBJU01	141808	739841
GCF_000690715.1	Colius striatus	1075931597	Scaffold	2014-05-13	JJRP01	25860	46063
GCA_000690715.1	Colius striatus	1075931597	Scaffold	2014-05-13	JJRP01	25860	46063
GCF_013123115.1	Colletes gigas	273056604	Scaffold	2020-05-19	WUUM01	6455398	8108830
GCA_013123115.1	Colletes gigas	273056604	Scaffold	2020-05-19	WUUM01	6455398	8108830
GCA_023376855.1	Colletotrichum abscissum	54001896	Scaffold	2022-05-16	SDAQ01	275403	321765
GCA_001593745.1	Colletotrichum acutatum	52129059	Contig	2016-03-18	LUXP01	4416304	
GCA_001662755.1	Colletotrichum acutatum	44919977	Scaffold	2016-06-14	LVCK01	12423	37362
GCA_019022555.1	Colletotrichum acutatum	51601721	Scaffold	2021-06-24	JAFEIQ01	166800	215683
GCA_020457905.1	Colletotrichum acutatum	49697799	Contig	2021-10-13	JADAXN01	62028	
GCA_020457915.1	Colletotrichum acutatum	49531067	Contig	2021-10-13	JADAXP01	59120	
GCA_020457925.1	Colletotrichum acutatum	49885583	Contig	2021-10-13	JADAXO01	63304	
GCA_020458275.1	Colletotrichum acutatum	48338876	Contig	2021-10-13	JADAXQ01	50472	
GCA_020458295.1	Colletotrichum acutatum	49423995	Contig	2021-10-13	JADAXR01	54853	
GCA_020458395.1	Colletotrichum acutatum	48359785	Contig	2021-10-13	JACVEJ01	51413	
GCA_020464265.1	Colletotrichum acutatum	49331692	Contig	2021-10-13	JACXVU01	52895	
GCA_020464275.1	Colletotrichum acutatum	48361109	Contig	2021-10-13	JACXVV01	49385	
GCA_020464295.1	Colletotrichum acutatum	48502718	Contig	2021-10-13	JACXVW01	46979	
GCA_020465715.1	Colletotrichum acutatum	49422277	Contig	2021-10-13	JACXVX01	57243	
GCA_020465735.1	Colletotrichum acutatum	51203636	Contig	2021-10-13	JACXLG01	46261	
GCA_020465745.1	Colletotrichum acutatum	50225064	Contig	2021-10-13	JADBGK01	35498	
GCA_020465775.1	Colletotrichum acutatum	50496501	Contig	2021-10-13	JACXGN01	628759	
GCA_020465795.1	Colletotrichum acutatum	50469302	Contig	2021-10-13	JACXGO01	447385	
GCA_020465815.1	Colletotrichum acutatum	51018208	Contig	2021-10-13	JACXGP01	493744	
GCA_020465835.1	Colletotrichum acutatum	50496057	Contig	2021-10-13	JACZCN01	571668	
GCA_020465855.1	Colletotrichum acutatum	51057129	Contig	2021-10-13	JACZCP01	475364	
GCA_020465875.1	Colletotrichum acutatum	51025733	Contig	2021-10-13	JACZCO01	613842	
GCA_020465895.1	Colletotrichum acutatum	50870935	Contig	2021-10-13	JADAKF01	523865	
GCA_020465915.1	Colletotrichum acutatum	49045639	Contig	2021-10-13	JADAXT01	54790	
GCA_020465945.1	Colletotrichum acutatum	49335525	Contig	2021-10-13	JADAXS01	49989	
GCA_021124905.1	Colletotrichum acutatum	49749514	Contig	2021-12-08	JAJKBH01	146146	
GCF_013390185.1	Colletotrichum aenigma	59189926	Contig	2020-07-06	QPNB01	5181253	
GCA_013390185.1	Colletotrichum aenigma	59189926	Contig	2020-07-06	QPNB01	5181253	
GCA_022496045.1	Colletotrichum aenigma	65098038	Contig	2022-03-07	JAJNQT01	5534730	
GCA_009806415.1	Colletotrichum asianum	64731264	Scaffold	2019-12-27	WOWK01	381785	389703
GCA_014706365.1	Colletotrichum australisinense (nom. inval.)	55304262	Contig	2020-09-23	JABKAN01	5698484	
GCA_018853505.1	Colletotrichum camelliae	67471331	Contig	2021-06-11	JAELVL01	5851421	
GCA_011947485.2	Colletotrichum camelliae	57798682	Scaffold	2021-09-10	JAATWK02	162123	198072
GCA_001937105.1	Colletotrichum chlorophyti	52387045	Scaffold	2017-01-05	MPGH01	164384	644295
GCA_002249775.1	Colletotrichum coccodes	50121991	Scaffold	2017-08-11	LECQ01	294833	342280
GCA_002249805.1	Colletotrichum coccodes	51499764	Scaffold	2017-08-11	LECP01	227998	280649
GCA_020466075.1	Colletotrichum coccodes	50243842	Contig	2021-10-13	JAIMZG01	28750	
GCA_009900065.1	Colletotrichum destructivum	52145981	Contig	2020-01-17	WWFS01	3611167	
GCA_016618095.1	Colletotrichum echinochloae	62246358	Contig	2021-01-12	JADEZT01	5346453	
GCA_016807845.1	Colletotrichum eleusines	53507824	Contig	2021-02-04	JADEZO01	5135075	
GCA_019425465.1	Colletotrichum falcatum	56082967	Contig	2021-07-30	SWKJ01	488304	
GCA_001484525.1	Colletotrichum falcatum	48186431	Scaffold	2016-01-04	LPVI01	16629	29329
GCA_023376865.1	Colletotrichum filicis	62965231	Scaffold	2022-05-16	MOOC01	322147	325017
GCA_002930455.1	Colletotrichum fioriniae	50150864	Scaffold	2018-02-16	PNFH01	38339	544764
GCA_002930425.1	Colletotrichum fioriniae	49792461	Scaffold	2018-02-16	PNFI01	37365	468533
GCA_014705115.1	Colletotrichum fioriniae	49988189	Scaffold	2020-09-22	JABGMD01	29324	48042
GCA_014705205.1	Colletotrichum fioriniae	50396376	Scaffold	2020-09-22	JABGMJ01	26625	84660
GCA_014705245.1	Colletotrichum fioriniae	50064071	Scaffold	2020-09-22	JABGMK01	31077	53113
GCA_014705265.1	Colletotrichum fioriniae	49691380	Scaffold	2020-09-22	JABGML01	30825	49006
GCA_014705275.1	Colletotrichum fioriniae	49840158	Scaffold	2020-09-22	JABGMM01	32429	49414
GCA_014705285.1	Colletotrichum fioriniae	50237383	Scaffold	2020-09-22	JABGMN01	20168	53669
GCA_014705335.1	Colletotrichum fioriniae	49661969	Scaffold	2020-09-22	JABGMO01	34003	84093
GCA_014705365.1	Colletotrichum fioriniae	49740091	Scaffold	2020-09-22	JABGMQ01	30151	47219
GCA_014705545.1	Colletotrichum fioriniae	49753773	Scaffold	2020-09-22	JABGMX01	32519	50913
GCA_014705555.1	Colletotrichum fioriniae	49841025	Scaffold	2020-09-22	JABGMZ01	31866	64091
GCA_020464245.1	Colletotrichum fioriniae	49237692	Contig	2021-10-13	JACTOH01	33646	
GCA_020466255.1	Colletotrichum fioriniae	51155235	Contig	2021-10-13	JACVST01	25968	
GCF_000582985.1	Colletotrichum fioriniae PJ7	49002765	Scaffold	2014-02-27	JARH01	34930	137254
GCA_000582985.1	Colletotrichum fioriniae PJ7	49002765	Scaffold	2014-02-27	JARH01	34930	137254
GCF_009771025.1	Colletotrichum fructicola	58056435	Contig	2019-12-18	SSNE01	905947	
GCA_002314275.2	Colletotrichum fructicola	58690411	Scaffold	2020-03-23	MVNS02	4984911	4985658
GCA_002887685.1	Colletotrichum fructicola	55915688	Contig	2018-01-17	PHOC01	480505	
GCA_009771025.1	Colletotrichum fructicola	58056435	Contig	2019-12-18	SSNE01	905947	
GCA_012932255.1	Colletotrichum fructicola	58952871	Scaffold	2020-04-29	QLYQ01	486905	1273051
GCA_013201875.1	Colletotrichum fructicola	57426314	Scaffold	2020-06-01	QPMV01	249725	306788
GCA_013201905.1	Colletotrichum fructicola	56012246	Scaffold	2020-06-01	QPMW01	281554	412455
GCA_013201925.1	Colletotrichum fructicola	56060367	Scaffold	2020-06-01	QPMY01	337174	378303
GCA_013390205.1	Colletotrichum fructicola	56528462	Contig	2020-07-06	QPMX01	4902990	
GCA_014705485.1	Colletotrichum fructicola	57126425	Scaffold	2020-09-22	JABGMW01	53276	107635
GCA_017589655.1	Colletotrichum fructicola	56580086	Scaffold	2021-03-26	JAFJZV01	228772	257042
GCA_024000835.1	Colletotrichum fructicola	56288449	Contig	2022-06-28	JAIUST01	312635	
GCF_000319635.1	Colletotrichum fructicola Nara gc5	55607143	Scaffold	2012-12-14	ANPB01	27451	112809
GCA_000319635.1	Colletotrichum fructicola Nara gc5	55607143	Scaffold	2012-12-14	ANPB01	27451	112809
GCA_000319635.2	Colletotrichum fructicola Nara gc5	59542867	Contig	2020-05-12	ANPB02	5461344	
GCA_024584535.1	Colletotrichum gigasporum	86997423	Complete Genome	2022-08-08		9214307	9214307
GCF_011800055.1	Colletotrichum gloeosporioides	61904035	Scaffold	2020-03-31	WVTB01	429093	709944
GCA_002189585.1	Colletotrichum gloeosporioides	57603470	Scaffold	2017-06-09	MWUF01	183416	331788
GCA_002901105.1	Colletotrichum gloeosporioides	53008665	Contig	2018-01-26	NOWE01	1905770	
GCA_003243855.1	Colletotrichum gloeosporioides	61916549	Scaffold	2018-06-18	QFRH01	4696547	5209244
GCA_003568745.1	Colletotrichum gloeosporioides	58519738	Scaffold	2018-09-13	QXIZ01	130450	2508969
GCA_003666125.1	Colletotrichum gloeosporioides	55772594	Scaffold	2018-10-17	QRFY01	400620	1820057
GCA_011428055.1	Colletotrichum gloeosporioides	53724932	Scaffold	2020-03-18	WEZO01	20870	20957
GCA_011800055.1	Colletotrichum gloeosporioides	61904035	Scaffold	2020-03-31	WVTB01	429093	709944
GCA_011947415.1	Colletotrichum gloeosporioides	55563689	Scaffold	2020-04-03	JAATWL01	442561	553822
GCA_014705165.1	Colletotrichum gloeosporioides	58002434	Scaffold	2020-09-22	JABGMH01	42575	77145
GCA_019022565.1	Colletotrichum gloeosporioides	57144918	Scaffold	2021-06-24	JAFEIP01	275152	319924
GCA_021650765.1	Colletotrichum gloeosporioides	62777491	Contig	2022-01-27	JAJTWO01	5448682	
GCA_021432615.1	Colletotrichum gloeosporioides 23	58838139	Scaffold	2021-12-27	JAJSPE01	177473	2304310
GCA_000446055.1	Colletotrichum gloeosporioides Cg-14	53209944	Contig	2013-08-13	AMYD01	25337	
GCA_001663355.1	Colletotrichum godetiae	35034269	Scaffold	2016-06-15	LZRM01	17039	48837
GCA_001951205.1	Colletotrichum graminicola	59914086	Contig	2017-01-13	MRBI01	16615	
GCF_000149035.1	Colletotrichum graminicola M1.001	51604658	Scaffold	2010-10-12	ACOD01	228959	579194
GCA_000149035.1	Colletotrichum graminicola M1.001	51604658	Scaffold	2010-10-12	ACOD01	228959	579194
GCA_000313795.2	Colletotrichum higginsianum	49084868	Scaffold	2012-03-15	CACQ02	6147	6147
GCA_004920355.1	Colletotrichum higginsianum	49786461	Contig	2019-04-29	MWPZ01	5064939	
GCA_023705605.1	Colletotrichum higginsianum	49069799	Contig	2022-05-23	BPPY01	4389193	
GCF_001672515.1	Colletotrichum higginsianum IMI 349063	50716103	Chromosome	2016-06-21	LTAN01	5201688	5201688
GCA_001672515.1	Colletotrichum higginsianum IMI 349063	50716103	Chromosome	2016-06-21	LTAN01	5201688	5201688
GCA_019693695.1	Colletotrichum horii	74324508	Contig	2021-08-13	JAHZMN01	3135412	
GCA_001625285.1	Colletotrichum incanum	53597417	Scaffold	2016-04-19	LFIW01	177164	177164
GCA_001855235.1	Colletotrichum incanum	53254579	Scaffold	2016-10-27	JTLR01	39757	292512
GCF_011947395.1	Colletotrichum karsti	51850041	Scaffold	2020-12-08	JAATWM02	460919	857663
GCA_011947395.2	Colletotrichum karsti	51850041	Scaffold	2020-12-08	JAATWM02	460919	857663
GCA_003386485.1	Colletotrichum lentis	56100083	Scaffold	2018-08-14	NWBT01	50944	4891426
GCA_001693025.2	Colletotrichum lindemuthianum	99166722	Scaffold	2017-02-04	MASP02	134950	158217
GCA_001693015.2	Colletotrichum lindemuthianum	97411422	Scaffold	2017-02-04	MASO02	100419	111275
GCA_022179045.1	Colletotrichum liriopes	52972150	Contig	2022-01-06	BPPX01	1221453	
GCA_015832465.1	Colletotrichum liriopes	53087791	Contig	2020-12-08	JADCKO01	288433	
GCF_023278565.1	Colletotrichum lupini	63407421	Complete Genome	2022-05-09		7871922	7871922
GCA_023278565.1	Colletotrichum lupini	63407421	Complete Genome	2022-05-09		7871922	7871922
GCA_022457145.1	Colletotrichum magnum	57112935	Scaffold	2022-03-03	JAJHHK01	155486	159803
GCA_002814275.1	Colletotrichum musae	49118800	Contig	2017-12-08	NWMS01	7105	
GCA_014235935.1	Colletotrichum musicola	52725698	Scaffold	2020-08-18	WIGM01	41073	46381
GCA_014705085.1	Colletotrichum nymphaeae	50577973	Scaffold	2020-09-22	JABGME01	39463	138789
GCA_014705095.1	Colletotrichum nymphaeae	51509711	Scaffold	2020-09-22	JABGMF01	39466	127617
GCA_014705125.1	Colletotrichum nymphaeae	50509097	Scaffold	2020-09-22	JABGMB01	32274	84913
GCA_014705155.1	Colletotrichum nymphaeae	50391861	Scaffold	2020-09-22	JABGMG01	44307	131269
GCA_014705455.1	Colletotrichum nymphaeae	51255053	Scaffold	2020-09-22	JABGMV01	42596	67103
GCA_001563115.1	Colletotrichum nymphaeae SA-01	49956273	Scaffold	2016-02-17	JEMN01	75338	91051
GCA_000350065.2	Colletotrichum orbiculare MAFF 240422	89748316	Scaffold	2019-03-22	AMCV02	50717	2078754
GCF_001831195.1	Colletotrichum orchidophilum	48556462	Scaffold	2016-10-21	MJBS01	284473	284473
GCA_001831195.1	Colletotrichum orchidophilum	48556462	Scaffold	2016-10-21	MJBS01	284473	284473
GCA_014235945.1	Colletotrichum plurivorum	49703650	Scaffold	2020-08-18	WIGO01	112734	130438
GCA_001563125.1	Colletotrichum salicis	48373413	Scaffold	2016-02-17	JFFI01	25648	46166
GCA_002749775.1	Colletotrichum sansevieriae	51201343	Contig	2017-11-03	NJHP01	15119	
GCF_011075155.1	Colletotrichum scovillei	52001227	Contig	2020-03-09	JAAJBS01	4871440	
GCA_011075155.1	Colletotrichum scovillei	52001227	Contig	2020-03-09	JAAJBS01	4871440	
GCA_018906675.1	Colletotrichum scovillei	49921975	Scaffold	2021-06-16	JAESDO01	3528503	3528503
GCA_018906765.1	Colletotrichum scovillei	50113654	Scaffold	2021-06-16	JAESDN01	3536762	3536762
GCA_018907675.1	Colletotrichum scovillei	51490565	Scaffold	2021-06-16	JAESDM01	318605	3597184
GCA_006783085.1	Colletotrichum shisoi	69667657	Scaffold	2019-07-09	PUHP01	8230	14839
GCF_013390195.1	Colletotrichum siamense	62936415	Contig	2020-07-06	QPNA01	5441060	
GCA_008520285.1	Colletotrichum siamense	55961623	Scaffold	2019-09-18	RJJI01	734081	927217
GCA_011426375.1	Colletotrichum siamense	55426472	Scaffold	2020-03-18	WEZK01	270039	5443879
GCA_011426385.1	Colletotrichum siamense	50611973	Scaffold	2020-03-18	WEZJ01	91764	3772317
GCA_011428095.1	Colletotrichum siamense	54084473	Scaffold	2020-03-18	WEZM01	16936	16939
GCA_011428115.1	Colletotrichum siamense	55623133	Scaffold	2020-03-18	WEZL01	17122	17376
GCA_011445115.1	Colletotrichum siamense	55892736	Scaffold	2020-03-19	WEZN01	49549	50399
GCA_011947465.1	Colletotrichum siamense	60116880	Contig	2020-04-03	JAATWJ01	441266	
GCA_013201745.1	Colletotrichum siamense	58148672	Scaffold	2020-06-01	QPMT01	493461	709060
GCA_013201755.1	Colletotrichum siamense	57642425	Scaffold	2020-06-01	QPMR01	536909	656815
GCA_013201795.1	Colletotrichum siamense	58153656	Scaffold	2020-06-01	QPMS01	572163	823408
GCA_013201865.1	Colletotrichum siamense	58399603	Scaffold	2020-06-01	QPMU01	603962	881809
GCA_013390195.1	Colletotrichum siamense	62936415	Contig	2020-07-06	QPNA01	5441060	
GCA_014705055.1	Colletotrichum siamense	57077230	Scaffold	2020-09-22	JABGMA01	44229	114013
GCA_014705105.1	Colletotrichum siamense	57441683	Scaffold	2020-09-22	JABGMC01	61874	207360
GCA_014705195.1	Colletotrichum siamense	57710956	Scaffold	2020-09-22	JABGMI01	57396	179466
GCA_014705345.1	Colletotrichum siamense	57566763	Scaffold	2020-09-22	JABGMP01	45768	77820
GCA_014705385.1	Colletotrichum siamense	58415579	Scaffold	2020-09-22	JABGMR01	37220	59953
GCA_014705405.1	Colletotrichum siamense	58481968	Scaffold	2020-09-22	JABGMS01	40575	67367
GCA_014705435.1	Colletotrichum siamense	58125311	Scaffold	2020-09-22	JABGMU01	36516	59576
GCA_014706345.1	Colletotrichum siamense	58357740	Contig	2020-09-23	JABKAM01	4579047	
GCA_004367935.1	Colletotrichum sidae	86827816	Scaffold	2019-03-22	QAPF01	36815	39310
GCA_001563135.1	Colletotrichum simmondsii	50474234	Scaffold	2016-02-17	JFBX01	55252	292136
GCA_020457885.1	Colletotrichum simmondsii	49176323	Contig	2021-10-13	JADAXM01	53980	
GCA_014235955.1	Colletotrichum sojae	49351125	Scaffold	2020-08-18	WIGN01	93216	104192
GCA_009801095.1	Colletotrichum sp. COLG25	56915549	Scaffold	2019-12-27	VNWT01	714863	5370971
GCA_009800995.1	Colletotrichum sp. COLG31	53760195	Scaffold	2019-12-27	VNWS01	162796	4980158
GCA_014705495.1	Colletotrichum sp. HC278	53185075	Scaffold	2020-09-22	JABSTW01	5545	8480
GCA_014705525.1	Colletotrichum sp. HC292	54637437	Scaffold	2020-09-22	JABGMY01	18742	29983
GCA_003122705.1	Colletotrichum sp. JS-367	87196530	Scaffold	2018-05-14	QCWU01	8071359	8071359
GCF_022836535.1	Colletotrichum spaethianum	50915707	Contig	2022-03-29	BQXU01	1120470	
GCA_022836535.1	Colletotrichum spaethianum	50915707	Contig	2022-03-29	BQXU01	1120470	
GCA_004366825.1	Colletotrichum spinosum	82734851	Scaffold	2019-03-22	QAPG01	56120	93593
GCA_020631755.1	Colletotrichum sublineola	67666679	Contig	2021-10-26	JAHSQG01	2691276	
GCA_000696135.1	Colletotrichum sublineola	46755813	Scaffold	2014-05-27	JMSE01	13516	70717
GCA_001951195.1	Colletotrichum sublineola	64848627	Scaffold	2017-01-13	MQVQ01	44622	339276
GCA_005350895.1	Colletotrichum tanaceti	57912474	Scaffold	2019-05-14	PJEX01	36517	103135
GCA_014705045.1	Colletotrichum theobromicola	55881512	Scaffold	2020-09-22	JABGLZ01	59058	123512
GCA_014705415.1	Colletotrichum theobromicola	56531194	Scaffold	2020-09-22	JABGMT01	15820	23897
GCA_022836555.1	Colletotrichum tofieldiae	54252643	Contig	2022-03-29	BQXV01	6011218	
GCA_001618705.1	Colletotrichum tofieldiae	52962735	Scaffold	2016-04-12	LFHQ01	284889	294339
GCA_001618715.1	Colletotrichum tofieldiae	52719552	Scaffold	2016-04-12	LFHR01	372643	377287
GCA_001618725.1	Colletotrichum tofieldiae	53491261	Scaffold	2016-04-12	LFHP01	245346	245346
GCA_001618735.1	Colletotrichum tofieldiae	53216229	Scaffold	2016-04-12	LFHS01	364528	364528
GCA_001625265.1	Colletotrichum tofieldiae	52836184	Scaffold	2016-04-19	LFIV01	209340	209340
GCA_022836575.1	Colletotrichum tofieldiae	53983402	Contig	2022-03-29	BQXW01	3719715	
GCA_022836595.1	Colletotrichum tofieldiae	52991954	Contig	2022-03-29	BQXX01	4211846	
GCA_004367215.1	Colletotrichum trifolii	109659959	Scaffold	2019-03-22	RYZW01	26965	35434
GCA_013201785.1	Colletotrichum tropicale	55848179	Scaffold	2020-06-01	QPMP01	343236	691924
GCF_014235925.1	Colletotrichum truncatum	56102516	Contig	2020-08-18	VUJX01	831709	
GCA_002632455.2	Colletotrichum truncatum	57912832	Scaffold	2018-03-09	NBAU02	29525	2268405
GCA_008131165.1	Colletotrichum truncatum	59632073	Scaffold	2019-08-30	VRTN01	49640	132868
GCA_011947275.1	Colletotrichum truncatum	44146251	Scaffold	2020-04-03	JAATLN01	58895	1509490
GCA_014235925.1	Colletotrichum truncatum	56102516	Contig	2020-08-18	VUJX01	831709	
GCA_020226115.1	Colletotrichum viniferum	73406341	Contig	2021-10-04	JAGFBE01	2103953	
GCA_013201765.1	Colletotrichum viniferum	68452207	Scaffold	2020-06-01	QPMQ01	107975	144434
GCA_004119915.2	Collichthys lucidus	877615421	Chromosome	2019-01-30	SCMI01	1098566	35919243
GCA_009852395.1	Collichthys lucidus	671994863	Scaffold	2020-01-10	WLVB01	12651	663853
GCA_003313185.1	Collybia sp. MG36	46064087	Scaffold	2018-07-11	QGOG01	10178	10397
GCA_013368555.1	Collybiopsis confluens	60120426	Contig	2020-06-23	JAACJN01	181367	
GCF_000951035.1	Colobus angolensis palliatus	2970124662	Scaffold	2015-03-12	JYKR01	38363	7840981
GCA_000951035.1	Colobus angolensis palliatus	2970124662	Scaffold	2015-03-12	JYKR01	38363	7840981
GCA_021498455.1	Colobus guereza	2963339203	Chromosome	2022-01-19	JAKFGS01	15612012	145964134
GCA_014218235.1	Colocasia esculenta	2405846852	Chromosome	2020-08-17	JACBKR01	400000	156137564
GCA_009445465.1	Colocasia esculenta	2141607705	Scaffold	2019-10-31	NMUH01	12217	176060
GCA_013364625.1	Colocasia esculenta	2448852900	Scaffold	2020-06-22	WUBK01	28136	285398
GCA_013407035.1	Coloeus monedula	1035863955	Chromosome	2020-07-13	JABDSK01	23262489	73777161
GCF_904425465.1	Colossoma macropomum	1221847006	Scaffold	2020-09-25	CAJGBK01	5645235	40163545
GCA_012026605.1	Colossoma macropomum	2314107020	Scaffold	2020-04-03	JAAFGN01	18011	25040
GCA_904425465.1	Colossoma macropomum	1221847006	Scaffold	2020-09-25	CAJGBK01	5645235	40163545
GCA_900004695.1	Colubraria reticulata	67101142	Contig	2016-03-09	CVMW01	890	
GCA_014362705.1	Columba janthina nitens	1083634036	Scaffold	2020-08-22	BMBC01	109998	187831
